model,strategy,promt,fre,fkgl,wiener,avg_word_length,avg_sentence_length,words_per_sentence,avg_syllables_per_word,polysyllables,output,promts
wechsel,contrastive,Das,75.85,8.5,3.8,4.66,16.4,16.4,1.5,6,"Dieses Haus in der Stadt New York ist ein großes Gebäude.
Es hat eine große Fenster-Tür mit vielen Fenstern und einen großen Dachstuhl. Das heißt: Es steht auf einem Hochhaus, das sehr groß gebaut wurde (über 100 Jahre alt). In dem Bau waren viele berühmte Architekten von den USA, die für ihre Ideen berühmt sind wie zum Beispiel William Butler Rockefeller oder Richard Branson Jr., sie haben auch viel Geld dafür bezahlt dass es so etwas gibt : Sie wollten nicht immer alles",Dieses Haus
wechsel,beam,Das,86.95,4.2,2.2,4.63,5.3,5.25,1.5,5,"Dieses Haus ist ein Haus.
In dem Haus leben 2 Menschen.
Die 2 Menschen wohnen in einem Haus.Und die 2 Menschen leben in einem Garten.
Das Haus ist in der Nähe von einem Park.
Und das Haus ist im Stadt-Teil.
Der Park heißt: Park-Platz.
Park-Platz ist eine Abkürzung.
Zum Beispiel: Stadt-Straße.
Stadt-Straße ist ein Substantiv.
Es heißt: Straße.
Oder: Straße ist ein Adjektiv",Dieses Haus
wechsel,sampling,Das,69.45,11.0,3.9,4.59,22.8,22.75,1.5,6,"Dieses Haus in der Stadt Berlin ist ein großes Gebäude.
Es hat eine große Kuppel und einen großen Turm mit vielen Fenstern, die über dem Boden stehen: Das heißt auf Deutsch ""Haus des Volkes"". In diesem Jahr haben viele Menschen das Dach vom Palast von König Ludwig II gesprengt oder es zerstört. Die Polizei sagt aber auch noch nicht genau warum sie den Bau gemacht hatten : Es war zu gefährlich für alle Besucher aus Deutschland, weil man sich dort sehr leicht verletzen kann wenn jemand etwas sieht was er sehen will",Dieses Haus
wechsel,contrastive,Das,70.4,9.5,4.7,4.75,16.0,16.0,1.6,10,"Mein Vater ist gestorben.
Er wurde 76 Jahre alt und seine Frau hieß Marietta Schaefer-Heitz war bei ihm zu Besuch. Sie hat gesagt: ""Wir sind sehr traurig, dass unser geliebter Mann tot sein wird."" Damit meint sie die Trauerfeier von ihrem Sohn Prinz Charles, der am 12 Juli im Alter 80 Jahren in London starb Das Grab des Prinzen heißt St.-Marienhof In dem Schloss waren viele Menschen mit ihren Familien zusammen gekommen um sich über den Tod ihres Vaters auszutauschen",Mein Vater
wechsel,beam,Das,84.45,5.2,2.9,4.86,7.8,7.777777777777778,1.5,8,"Mein Vater ist gestorben.
Er ist 74 Jahre alt geworden.
Seine Frau heißt Ann-Kathrin.
Sie ist die Ehe-Frau von ihrem Vater.
Jetzt hat Ann Kathrin gesagt: Sie will nicht mehr mit ihrem Vater zusammen-leben.
Ihr Vater hat ihr einen Brief geschrieben.
In dem Brief stand: Ann Kathrin hat sich mit dem Corona-Virus angesteckt.
Darum will Ann Kathrin jetzt nicht mehr zusammen-Leben.
Aber Ann Kathrin sagt: Ihr Vater hat sie nicht",Mein Vater
wechsel,sampling,Das,70.8,9.4,5.2,4.59,15.6,15.6,1.6,12,"Mein Vater ist gestorben.
Er wurde 76 Jahre alt geworden, als er in einem Kranken-Haus starb: In der Stadt New York. Er war ein berühmter Musiker und Komponist aus den USA, aber auch eine bekannte Sängerin mit vielen bekannten Liedern wie zum Beispiel ""I'm afraid"" oder dem Lied 'You're my love'. Seine Frau heißt Mary Louise Beckham Smithson hat ihn beerdigt bekommen."" Sie sagt über ihren Mann : Es gibt viele Dinge im Leben die man nicht ändern kann",Mein Vater
wechsel_orig,contrastive,Das,63.55,11.1,5.6,4.98,17.0,17.0,1.7,12,"Das ist ein sehr schönes Hotel. Wir haben uns dort wohl gefühlt und werden sicher wieder kommen!
Wir waren im Juli für 2 Nächte in diesem schönen, kleinen Haus untergebracht (ca 50m vom Strand entfernt). Das Zimmer war sauber - es gab einen Fernseher mit Satellitenempfang sowie eine Stereoanlage zum hören von Musik aus dem Internet über das WLAN-Netz der Anlage auf unserem Balkon oder Terrasse... Die Lage des Hotels hat sich auch nicht geändert: direkt am Meer gelegener Sandstrand ca 10min Fußweg zu den Restaurants",Das
wechsel_orig,beam,Das,86.8,5.3,1.4,4.25,11.3,11.285714285714286,1.4,4,"Das, was ich hier schreibe, ist nicht das, was die meisten Menschen denken. Es ist die Tatsache, dass die meisten Leute, die ich kenne, nicht wissen, was sie tun. Sie denken, dass sie etwas tun müssen, um etwas zu erreichen. Sie wissen nicht, wie sie etwas erreichen können. Sie sind nicht in der Lage, etwas zu tun.
Ich bin nicht der Meinung, dass man etwas erreichen kann, wenn man es nicht tut. Ich denke, dass es wichtig ist, etwas",Das
wechsel_orig,sampling,Das,53.9,13.8,9.2,5.42,20.8,20.75,1.8,20,"Das, was ich hier schreibe ist ein Versuch einer Erklärung der verschiedenen Arten von ""Pseudo-Nerven"" und deren Bedeutung für die menschliche Wahrnehmung.
Ich habe mich in den letzten Jahren intensiv mit dem Thema beschäftigt (und bin dabei auf einige interessante Erkenntnisse gestoßen). Ich möchte nun versuchen diese zu erklären: Die Neuronen sind eine Art Gehirnzellen im menschlichen Körper - sie haben einen eigenen Sinn dafür wie wir uns fühlen oder denken können... Sie arbeiten an einem bestimmten Punkt des Gehirns herum um sich selbst",Das
wechsel_orig,contrastive,Das,44.2,15.3,10.0,5.87,18.8,18.75,2.0,21,"Heute, am 22. September 2018 findet in der Zeit von 10:00 bis 12 Uhr die „Tag des offenen Denkmals“ statt – ein Tag für alle Denkmalschützer und Bürger aus dem Landkreis Emsland!
Die Veranstaltung ist Teil einer bundesweiten Aktion zur Erhaltung historischer Denkmäler im Rahmen eines europaweiten Projektes zum Schutz gefährdeter Arten wie Fledermäuse oder Wildschweine sowie zu den Themen Klimaschutz & Nachhaltigkeit (www-infostand24). Die Teilnahme an dieser Initiative kostet nichts - außer Sie können sich kostenlos anmelden",Heute
wechsel_orig,beam,Das,34.3,17.0,10.9,6.29,17.0,17.0,2.2,27,"Heute ist es wieder soweit, die Saison ist eröffnet und wir freuen uns auf ein spannendes und spannendes Jahr 2018.
Wir freuen uns, dass Sie unsere Website besuchen und bedanken uns für Ihr Interesse. Im Folgenden informieren wir Sie über den Umgang mit Ihren personenbezogenen Daten bei Nutzung unserer Website. Personenbezogene Daten sind hierbei alle Daten, mit denen Sie persönlich identifiziert werden können.
Verantwortlicher im Sinne der Datenschutz-Grundverordnung, sonstiger in den Mitgliedstaaten der Europäischen Union geltenden Datenschutzgesetze und anderer Bestimmungen mit datenschutzrechtlichem Charakter ist die",Heute
wechsel_orig,sampling,Das,52.05,13.4,9.5,5.86,16.8,16.8,1.9,23,"Heute, am 22. September 2018 findet in der Zeit von 10:00 bis 12 Uhr die diesjährige Mitgliederversammlung des Fördervereins statt!
Der Förderverein ist ein eingetragener Verein und wird durch den Vorstand geleitet (siehe auch Satzung). Der Vorsitzende oder sein Stellvertreter vertritt das Vereinsgebiet nach außen hin; er kann jederzeit vom Vorsitzenden eine außerordentliche Versammlung einberufen werden (§ 26 BGB) sowie einen weiteren stellvertretenden Vorsitzender bestellen bzw., wenn dies für erforderlich gehalten wurde, zur Vertretung im Ausschuss berufen (= § 25 Abs 1 Satz 2 Nr 3 Akt",Heute
wechsel_orig,contrastive,Das,21.6,22.0,14.9,6.37,29.7,29.666666666666668,2.2,30,"Wir werden uns bemühen, die Inhalte unserer Website so aktuell wie möglich zu halten. Dennoch können wir keine Gewähr für Aktualität und Vollständigkeit übernehmen – insbesondere nicht bei Fehlern in der Darstellung von Inhalten oder technischen Störungen (zb.: Virenbefall).
Die Nutzung dieser Webseite ist grundsätzlich ohne Angabe personenbezogener Daten zulässig; es sei denn diese sind ausdrücklich als solche gekennzeichnet worden bzw wurden durch den Nutzer freiwillig zur Verfügung gestellt: Die Erhebung erfolgt ausschließlich im Rahmen des technisch Möglichen auf freiwilliger Basis mit dem Ziel einer korrekten Kommunikation zwischen Nutzern untereinander",Wir
wechsel_orig,beam,Das,19.75,19.4,13.3,7.17,14.0,14.0,2.5,32,"Wir, das Team von www.buergerstimmen.de, freuen uns sehr über Ihr Interesse an unserem Unternehmen. Datenschutz hat einen besonders hohen Stellenwert für die Geschäftsleitung der Bürgerstimmen. Eine Nutzung der Internetseiten von Bürgerstimmen ist grundsätzlich ohne jede Angabe personenbezogener Daten möglich. Sofern eine betroffene Person besondere Services unseres Unternehmens über unsere Internetseite in Anspruch nehmen möchte, könnte jedoch eine Verarbeitung personenbezogener Daten erforderlich werden. Ist die Bereitstellung personenbezogener Daten gesetzlich oder vertraglich vorgeschrieben und besteht für eine solche Verarbeitung keine gesetzliche Grundlage, holen wir generell eine",Wir
wechsel_orig,sampling,Das,49.85,14.2,8.5,5.95,19.0,19.0,1.9,16,"Wir, die Firma G.W., sind ein junges und dynamisches Unternehmen mit Sitz in der Schweiz (Schweiz). Wir bieten Ihnen eine breite Palette an Dienstleistungen rund um das Thema Garten- & Landschaftsbau sowie Baumpflege / Heckenschnitt/Baumfällung für Privat-, Gewerbekunden oder öffentliche Auftraggeber im Raum Zürich - Basel – Bern!
Unser Team besteht aus erfahrenen Spezialisten auf dem Gebiet des Landschaftsgärtners: von den ersten Ideen bis zur Umsetzung Ihrer Wünsche stehen wir ihnen gerne beratend bei allen Fragen zu Ihrem Projekt kompetent",Wir
wechsel_orig,contrastive,Das,59.3,11.7,8.1,5.73,15.4,15.4,1.8,17,"Die Türkei ist ein Land, das sich in den letzten Jahren zu einem der wichtigsten Handelspartner Europas entwickelt hat. Die türkische Wirtschaft wächst und die Zahl ausländischer Investoren nimmt stetig ab – auch dank des boomenden Tourismus-Booms im vergangenen Jahr.“
„Der Erfolg von Istanbul zeigt einmal mehr: Das Leben hier wird immer interessanter für ausländische Unternehmen“, sagt Dr.-Ing.(FH) Peter Schaarschmidt vom Institut Arbeit & Technik (IAT). „Wir freuen uns sehr über diese positive Entwicklung bei unseren Kunden aus dem",Die Türkei
wechsel_orig,beam,Das,85.85,4.6,2.4,4.96,6.4,6.384615384615385,1.5,8,"Die Türkei ist ein Land, in dem man sich gerne aufhält. Die Menschen sind freundlich, hilfsbereit und hilfsbereit. Die Türkei ist sehr gastfreundlich und gastfreundlich. Es gibt viele schöne Strände, die zum Baden und Sonnen einladen.
Die Türkei hat eine sehr gute Infrastruktur. Die Hotels sind sehr gut ausgestattet. Die Preise sind sehr günstig.
Das Hotel ist sehr schön. Die Zimmer sind sehr sauber. Das Personal ist sehr freundlich. Das Essen ist sehr gut. Die Lage ist sehr zentral. Das Hotel liegt sehr",Die Türkei
wechsel_orig,sampling,Das,34.7,19.0,10.8,5.99,28.3,28.33333333333333,2.0,20,"Die Türkei ist ein Land, das sich in den letzten Jahren zu einem der wichtigsten Handelspartner für die Welt entwickelt hat. Die Wirtschaftskraft und -stärke des Landes wird durch eine Vielzahl von internationalen Handelsbeziehungen bestimmt:
Der türkische Markt bietet neben dem Export auch zahlreiche Dienstleistungen an – darunter beispielsweise im Bereich Tourismus oder Baugewerbe sowie bei Immobilien-Investitionen wie etwa beim Kauf eines Hauses mit einer Hypothek auf einen türkischen Staatskredit (in Deutschland sind es derzeit rund 1 Million Euro). Darüber hinaus gibt er als wichtiger Finanz",Die Türkei
wechsel_orig,contrastive,Das,49.35,14.4,9.8,5.47,19.5,19.5,1.9,19,"Dieses Haus befindet sich in einer ruhigen Gegend, umgeben von Bäumen und Feldern. Es ist ein idealer Ausgangspunkt für Ausflüge nach Florenz oder Venedig sowie zu den Stränden der Toskana mit ihren kristallklaren Wasserfällen (Tempi di San Pietro).
Das Hotel liegt im Herzen des historischen Zentrums Pisa’s an einem schönen Uferweg zwischen dem Piazza Venezia-Platz am Fuße eines Berges aus Kastanienbäumen auf halbem Weg zum Meer gelegen - nur wenige Schritte vom Strand entfernt! Das Anwesen verfügt über einen",Dieses Haus
wechsel_orig,beam,Das,49.2,13.4,9.2,6.05,13.8,13.833333333333334,2.0,20,"Dieses Haus befindet sich in einer ruhigen Gegend, in der Nähe von Geschäften, Restaurants, Bars, Cafés und dem Strand. Die Wohnung verfügt über ein Wohnzimmer mit einem Schlafsofa, ein Schlafzimmer mit einem Doppelbett und ein Badezimmer mit einer Dusche. Die Küche ist mit einem Geschirrspüler, einem Backofen, einem Kühlschrank, einer Mikrowelle, einer Kaffeemaschine, einem Toaster, einem Wasserkocher und einer Waschmaschine ausgestattet. Ein Flachbild-TV ist ebenfalls vorhanden. Das Bad ist mit einer Badewanne, einer Dusche und einem Haartrockner ausgestattet. Das Wohnzimmer verfügt über einen",Dieses Haus
wechsel_orig,sampling,Das,55.4,13.2,9.9,5.56,19.3,19.25,1.8,20,"Dieses Haus ist ein idealer Ausgangspunkt für Ausflüge in die Umgebung. Die Wohnung liegt im Erdgeschoss und verfügt über einen großen Balkon mit Blick auf den Garten, eine voll ausgestattete Küche (mit Geschirrspüler), zwei Schlafzimmer sowie Bad/WC-Dusche / WC separat ausgestattet sind - ideal zum Entspannen!
Die Ferienwohnung befindet sich am Ortsrand von Gaisberg bei der Ortschaft Stöckach an einem ruhigen Ort inmitten des Naturparks ""Gaißau"". Sie bietet Platz bis zu 4 Personen; sie hat auch Zugang zur Terrasse",Dieses Haus
wechsel_orig,contrastive,Das,78.05,7.6,2.8,4.48,14.2,14.166666666666666,1.5,7,"Mein Vater ist gestorben, und ich bin nicht mehr da. Ich habe ihn nie geliebt.""
""Ich weiß es noch immer sehr genau: Er war ein Mensch mit einer großen Liebe zu mir - aber er hat mich auch verlassen"", sagt die Mutter von zwei Kindern über ihren Mann Thomas (19). ""Er hatte eine große Familie in Deutschland gefunden – das Leben dort wurde ihm schwer gemacht.“ Die Eltern hätten sich getrennt; sie seien nun geschieden worden... Sie selbst sei damals aus dem Haus gegangen … „Sie haben gesagt",Mein Vater
wechsel_orig,beam,Das,95.3,4.2,-0.6,4.01,14.5,14.5,1.2,0,"Mein Vater hat mir gesagt, dass ich das nicht machen soll, weil ich nicht weiß, was ich machen soll. Er hat mir auch erzählt, dass er das nie machen wird, weil er Angst hat, dass es ihm nicht gut geht. Ich weiß nicht, ob ich das machen soll oder nicht. Ich habe Angst, dass mein Vater das auch nicht machen wird.
Hallo, ich bin 16 Jahre alt und habe seit ein paar Tagen starke Schmerzen in der Brust. Die Schmerzen sind sehr stark und ich habe Angst",Mein Vater
wechsel_orig,sampling,Das,72.4,8.8,4.6,4.88,14.0,14.0,1.6,11,"Mein Vater ist ein guter Freund von mir. Er hat mich immer unterstützt, wenn ich Probleme hatte und er war auch sehr hilfsbereit.“
„Ich habe meine Mutter nie gefragt ob sie mit meinem Bruder zusammenziehen möchte oder nicht“, sagt die junge Frau in einem Interview der „Bild“-Zeitung am Donnerstag (Mittwoch). Sie sei sich sicher gewesen: ""Er wird es tun."" Die Beziehung zwischen den beiden Männern werde für ihn eine große Herausforderung sein – aber das Leben als Paar könne man ja trotzdem genießen!Die Firma H",Mein Vater
gerpt2,contrastive,Das,50.6,12.8,8.0,5.9,12.4,12.4,2.0,14,"Das demographische Wandel ist für viele Menschen ein Problem.
Sie wollen mehr über das Älterwerden lernen und ihre Zukunft gestalten? Dann sind Sie bei uns richtig! Wir bieten Kurse in verschiedenen Bereichen an: Gesundheits-Management, Sozialer Dienst (zb Pflegefachkräfte) Gesundheitsbegleitung im Seniorenheim Strolche eV Die Kursgebühr beträgt 50 Euro pro Person. Anmeldungen nehmen wir bis zum 31 Januar 2019 entgegen unter Diese E-",Das
gerpt2,beam,Das,70.65,8.3,5.9,5.28,9.9,9.875,1.7,13,"Das demographische Wandel ist in Deutschland angekommen.
Das heißt: Die Menschen werden immer älter.
Und die Menschen werden älter und haben weniger Geld.
Die Menschen in Deutschland haben sich in den letzten Jahren verändert.
Zum Beispiel: Die Zahl der Menschen, die in Rente gehen, ist gestiegen.
Auch die Zahl der Rentnerinnen und Rentner hat sich erhöht.
In Deutschland gibt es immer weniger Menschen mit einer Behinderung.
Viele Menschen mit Behinderung arbeiten nicht mehr so gut wie früher.
Sie haben",Das
gerpt2,sampling,Das,46.55,15.5,8.7,5.3,22.3,22.25,1.9,18,"Das der Staat Israel die Palästinenser als Terroristen bezeichnet, ist ein anderes Wort für Terror.
Die Hamas hat den Gazastreifen erobert und damit das Land Palästina zerstört. Die israelische Armee sagt: Der Angriff war von einer Gruppe palästinensischer Kämpfer aus dem Osten Israels geplant worden, um eine neue Regierung zu gründen oder einen neuen Präsidenten wählen wollen (die USA haben sich nicht an diese Pläne gehalten). Das heißt aber auch dass sie keine anderen Ziele hatten wie zum Beispiel Syrien in Nahost sondern nur ihre eigenen Gebiete im Nahen-Osten",Das
gerpt2,contrastive,Das,64.9,11.7,6.7,4.9,21.5,21.5,1.6,14,"Heute Deutschland ist ein Land in Europa.
Es heißt Groß-Britannien und hat ungefähr so viele Einwohner wie die Bundeshauptstadt Berlin. In dem Bundesland Bayern gibt es zum Beispiel das Oktoberfest, eine Fußballmannschaft aus München oder der FC Schalke 04 sind im Ausland bekannt für ihre Biersorten, aber auch andere Dinge kommen bei den Menschen gut an: So haben sie einen sehr hohen Alkoholgehalt von 0 bis 1 Prozent am Tag (Stand 2015). Das bedeutet man trinkt weniger als 3 Liter pro Woche auf 100 Gramm Grund",Heute
gerpt2,beam,Das,84.45,5.2,2.5,5.0,7.8,7.777777777777778,1.5,5,"Heute ist Welt-Down-Syndrom-Tag.
Der Tag soll darauf aufmerksam machen, dass viele Menschen mit Down-Syndrom nicht gut zurecht kommen.
Das heißt: Viele Menschen sind nicht gut in ihrem Leben.
Sie sind nicht in der Lage, sich selbst zu helfen.
Deshalb gibt es den Tag heute.
Er heißt: Tag der Menschen mit Behinderung.
Menschen mit Behinderung haben Rechte.
Zum Beispiel: Sie haben ein Recht auf Bildung.
Oder sie haben ein Wahlrecht.
Und",Heute
gerpt2,sampling,Das,61.75,11.8,5.6,5.11,18.8,18.75,1.7,9,"Heute der Tag des Kaffees.
Der Kaffee ist ein Getränk aus dem Land Italien. Er wird in vielen Ländern getrunken und schmeckt sehr gut, weil er so gesund wie Wasser oder Tee aussieht: Der Espresso kommt von einem Kaffeehaus-Kaffeeservice, den man im Internet findet (www.) Die Firma ""Coffea"" hat einen neuen Coffee Shop eröffnet In diesem Café gibt es eine große Auswahl an verschiedenen Sorten Espressomaschinen für jeden Geschmack Das Cafe heißt Caffè Latte Macchiato",Heute
gerpt2,contrastive,Das,40.55,17.9,10.7,5.38,28.3,28.33333333333333,1.9,20,"Wir ist ein Land in Süd-Amerika.
Es liegt am Schwarzen Meer und hat ungefähr 4 Millionen Einwohner, die meisten von ihnen sind Amerikaner. Das heißt: Sie leben im Ausland oder auf der ganzen Welt mit ihren Familien zusammen In den USA gibt es viele Bundesstaaten zum Beispiel New York, Mississippi (USA) Florida International Republic of America Vereinigte Staaten Von Amerika aus können sie überall hinfahren ohne Angst haben zu müssen eine Straftat begangen werden Die Kriminalitätsrate bei amerikanischen Reisen steigt seit vielen Jahren an Immer",Wir
gerpt2,beam,Das,75.1,7.7,4.9,5.03,11.3,11.285714285714286,1.6,10,"Wir demographische Entwicklung ist ein Thema, das viele Menschen beschäftigt.
Es geht um die Frage, wie sich die Menschen in Zukunft ernähren werden.
In Deutschland gibt es immer mehr Menschen mit dem Corona-Virus.
Viele Menschen haben Angst, dass sie in Zukunft nicht mehr so gut leben können.
Die Menschen in Deutschland haben sich in den letzten Jahren sehr verändert.
Sie haben sich zum Beispiel verändert: Sie haben mehr Geld verdient.
Und sie haben mehr Zeit für ihre Familie.
Aber",Wir
gerpt2,sampling,Das,39.0,17.4,10.4,5.61,24.0,24.0,2.0,18,"Wir dem Land USA ist es gelungen, die Olympischen Spiele in der Stadt Tokio zu gewinnen.
Die Sportlerinnen und Athleten haben sich für das Finale qualifiziert: Sie sind Olympiasieger geworden.
Sie heißen IOC-Präsident Thomas Bach, Olympiadekadeurin Claudia Pechstein oder auch Weltklasseathletin Anna Karenina aus Österreich Die deutsche Mannschaft hat den Titel gewonnen mit einem Sieg gegen Japan im Halbfinalfinale von Rio de Janeiro am Sonntag um 15 Uhr Ortszeit (15 Minuten vor",Wir
gerpt2,contrastive,Das,50.0,15.3,9.3,5.39,24.7,24.666666666666668,1.8,17,"Die Türkei ist ein Land in Europa.
Es liegt im Osten von dem Kontinent Asien und hat ungefähr so viele Inseln wie Deutschland zusammen: Istanbul, Khartum-Gebirge Die Hauptinsel der Türkischen Ägäis heißt Antalya Bei einer Reise nach Griechenland kann man viel über die Menschen lernen Das griechische Wort für Urlaub lautet Pyrgos (Insel). Griechische Wörter sind zum Beispiel πα = Gebirge Der Name kommt aus Lateinisch oder griechischer Sprache Sprichwörter gibt es nur wenige auf",Die Türkei
gerpt2,beam,Das,80.1,5.7,3.4,4.77,6.3,6.25,1.6,8,"Die Türkei ist ein Land in Europa.
Es liegt in dem Land Türkei.
Die Türkei gehört zur Europäischen Union.
In der Türkei leben ungefähr 1,5 Millionen Menschen.
Sie leben in vielen verschiedenen Ländern.
Zum Beispiel in Deutschland.
Und in der Türkei gibt es viele Moscheen.
Viele Moscheen sind in der Stadt Istanbul.
Dort gibt es auch eine Moschee.
Eine Moschee ist ein Gebäude.
Das heißt: Es gibt dort eine Moschee für Muslime.
Oder eine Moschee",Die Türkei
gerpt2,sampling,Das,58.9,11.8,8.0,5.65,15.8,15.8,1.8,17,"Die Türkei ist ein Land in Europa.
Es liegt im Osten von dem Kontinent Asien. Die Hauptstadt heißt Istanbul, die Haupt-Stadt der türkischen Republik Turkmenistan und das größte Stadtviertel des Landes sind seine beiden Städte: Ankara mit seinen vielen Geschäften, Bars oder Restaurants sowie den wichtigsten Sehenswürdigkeiten wie zum Beispiel einer Moschee auf einem Berg überragt vom Meer bis zur Altstadt am Fluss Taksim (Türkei). Das türkische Wort für Türkische Gemeinde bedeutet ""Kirche"". In Deutschland gibt es eine Türkischstämm",Die Türkei
gerpt2,contrastive,Das,59.55,12.7,6.5,5.14,21.0,21.0,1.7,12,"Dieses Haus ist ein sehr altes Gebäude.
Es wurde im Jahr 1884 gebaut und gehört zu den ältesten Häusern in Deutschland. Das heißt: Es war früher eine Schule für arme Menschen, die keine Arbeit hatten oder nicht genug Geld haben um ihr Leben selbst bestimmen können (zum Beispiel wegen Krankheit). Heute leben dort ungefähr 10 000 Flüchtlinge aus dem Land Syrien, Irak & Eritrea unter einem Dach zusammen mit ihren Familien auf engstem Raum ohne fließendes Wasser-Abflusssystem über das es kein Trinkwasser gibt Die Flüchtlings",Dieses Haus
gerpt2,beam,Das,86.15,4.5,4.5,4.66,6.1,6.083333333333333,1.5,14,"Dieses Haus ist in der Nähe vom Strand.
Es liegt in einer ruhigen Gegend.
Das Haus hat 2 Schlafzimmer.
1 Schlafzimmer ist mit einem Doppelbett.
2 Schlafzimmer sind mit 2 Einzelbetten.
Im 1. Schlafzimmer ist ein Einzelbett.
Auf dem 1. Bett ist ein Etagen-Bett.
In dem 2. Schlafzimmer hat ein Einzel-Bett Platz für 2 Personen.
Die 2. Person kann auf dem Schlafsofa schlafen.
Der Preis für das Schlafsofa beträgt 10 Euro pro Nacht.
",Dieses Haus
gerpt2,sampling,Das,71.45,10.2,5.0,4.7,20.8,20.75,1.5,9,"Dieses Haus ist ein sehr altes Gebäude.
Es wurde im Jahr 1869 gebaut und war in einem schlechten Zustand, weil es zu viele Schäden hatte: Es gab keine Fenster mehr mit Glas-Fenstern oder eine Dachschräge für die Wände. Die Fassade von dem alten Fachwerkhaus hat Risse bekommen, aber das alte Holz konnte nicht repariert werden Das neue Feuerzeug aus der Zeit vor 1900 kann man heute noch sehen Der Besitzer des Hauses heißt Johann Wolfgang Goethe (1749 bis 1797). Er wollte den Bau",Dieses Haus
gerpt2,contrastive,Das,65.6,11.4,5.3,4.7,20.8,20.75,1.6,9,"Mein Vater ist gestorben.
Er hatte Krebs und wurde in ein künstliches Koma versetzt, wo er bis zum letzten Tag gelebt hat: im Kranken-Haus von seinem Onkel Hans Brüning. Die Ärzte haben gesagt : Der Tod war sehr schlimm für ihn, aber es gab keine Anzeichen dafür das etwas Schlimmes passiert wäre oder sein Leben verändert hätte (zb eine Operation an der Hand). Also musste ich mich operieren lassen um zu überleben Ich habe mir einen Herzkatheter machen lasse mit dem man sehen kann",Mein Vater
gerpt2,beam,Das,95.05,3.2,1.0,4.36,8.9,8.88888888888889,1.3,4,"Mein Vater ist gestorben.
Er war ein berühmter Schauspieler.
Und er hat viele bekannte Filme gemacht.
Zum Beispiel diese: Die Schöne und das Biest Das Lied von Eis und Feuer Das Lied vom Tod Der Film heißt ""Der kleine Prinz"".
Er ist in dem Land Frankreich gedreht worden.
In dem Film geht es um einen Prinzen.
Der Prinz heißt Charles.
Das heißt: Er ist der Sohn von Prinz Charles und seiner Frau.
Die beiden sind seit vielen Jahren ein Paar.
",Mein Vater
gerpt2,sampling,Das,72.7,8.6,4.5,4.85,13.7,13.666666666666666,1.6,10,"Mein Vater ist gestorben.
Er war ein sehr bekannter Schauspieler und Sänger aus dem Land USA. Er hat viele Filme gemacht, zum Beispiel diese: ""Der Mann mit den goldenen Haaren"" oder auch die Serie Die Simpsons, in der er mitspielt (mittlerweile gibt es eine eigene Fernseh-Serie). In dieser Zeit haben sich seine Fans über ihn lustig geredet - sie waren traurig darüber! Jetzt wurde bekannt gegeben dass sein Sohn tot im Krankenhaus liegt! Der Tod von seinem Bruder heißt John Cena : Seine Mutter",Mein Vater
gerpt2_orig,contrastive,Das,51.5,12.5,8.9,6.09,11.5,11.5,2.0,18,"DasDer Artikel ist in der Kategorie ""Künstliche Intelligenz"" abgelegt.
Im Rahmen des Forschungsprojektes „Intelligent Data Analytics“ werden Daten aus dem Forschungs- und Entwicklungsprogramm (FONA) zur Verfügung gestellt, die Aufschluss über den Einsatz von Künstlicher Intelligenz geben sollen: Wie wird KI eingesetzt? Welche Auswirkungen hat das auf Unternehmen oder deren Mitarbeiter/innen im Hinblick darauf – was sind ihre Ziele bzw., wenn ja welche)? Die Ergebnisse wurden am 15./16.-17. November 2017 an",Das
gerpt2_orig,beam,Das,73.4,8.4,5.3,5.0,13.0,13.0,1.6,12,"DasDie besten Hotels mit Restaurants in der Nähe von St. Peter-Ording, Deutschland
Hotels mit 3 Sternen in St.Peter Ording
Hotels in der Umgebung von Sankt Peter Ording (Landkreis)
“Das Hotel ist sehr gut gelegen, die Zimmer sind sauber und das Personal ist sehr freundlich und hilfsbereit. Das Frühstück ist sehr reichhaltig und sehr lecker. Die Lage des Hotels ist super, man ist in wenigen Minuten in der Innenstadt. Die Zimmer sind sehr schön eingerichtet und sehr sauber. Das",Das
gerpt2_orig,sampling,Das,54.2,13.6,5.8,5.13,20.5,20.5,1.8,9,"DasDie besten Hotels in der Nähe von Bahnhof St. Gallen
Der erste Schritt ist getan, die ersten Schritte sind gemacht und nun geht es an das Einrichten des neuen Servers: Die Konfiguration wird vorgenommen (siehe unten). Nun muss nur noch ein Server eingerichtet werden – mit dem Namen „Server“. Der Name sollte sich wie folgt verhalten… Weiterlesen → Hotelangebote für den Sommer 2018 ›› weiterlesen … [Nächster Beitrag]
In diesem Artikel möchte ich euch zeigen was ihr alles aus einem kleinen Garten machen könnt um euren",Das
gerpt2_orig,contrastive,Das,80.95,6.5,2.5,4.25,11.3,11.333333333333334,1.5,7,"HeuteDer Preis für die Lieferung beträgt 3,95 €.
Ich habe eine Frage zu dem Buch ""Wie man ein Bild in den Warenkorb legt"". Kann mir jemand sagen wie ich das machen kann? Danke im Voraus. :D (Piccolo) - LovelyBooks-Forum: Das Leben ist kein Ponyhof! _ Page 2 von 5 by Jannis Heitz & Band 1+2 [Rezension] Hey ihr Lieben :) Ich bin auf der Suche nach einem guten eBook zum Thema Liebe",Heute
