text,label
"Die Rivalität zu Russland (vgl: The Great Game), die im Krimkrieg (1854–1856) eine erste Eskalation erfahren hatte, und die Angst vor einer russischen Expansion in Richtung Süden und Indien war ein weiterer Faktor der britischen Politik .",4.111111111
Prototypen waren in Gelsenkirchen und Gütersloh im Einsatz.,2.777777778
"Von 1881 bis 1892 besuchte Churchill Eliteschulen in Ascot, Brighton und Harrow.",1.666666667
Die Menschen brauchen vielleicht Hilfe bei wichtigen Entscheidungen.,1.0
"Der Kohlenstoff wurde dem normalen Kreislauf entzogen, weil die Cyanobakterien nicht von anderen Organismen verstoffwechselt wurden, sondern sich am Meeresboden absetzten, wo sie fein verteilt in den Sedimenten ablagerten oder im küstennahen, lichtdurchfluteten Flachwasserbereich als Stromatolithe fossilisierten.",6.0
Im Falle Kanadas hatte die Schlacht bei Arras an der Westfront ähnliche Auswirkungen.,2.0
"Bekannte Beispiele im Freizeitbereich sind etwa Kniffel oder Zehntausend, bei denen jeweils bestimmten Augenkombinationen unterschiedlich viele Punkte zugeordnet sind.",3.176470588
"Mit der fortschreitenden Abkühlung erreichte der Wasserdampf zum ersten Mal in der Geschichte der Erde seinen Kondensationspunkt, so dass sich flüssiges Wasser bilden konnte.",3.166666667
"Erleichtert wurde der Vorgang allein in Badestuben, in denen Wasser oder Dämpfe das Barthaar vor der Verwendung des Rasiermessers erweichten.",3.571428571
Wir leben fast wie eine Familie zusammen.,1.0
So werden negative Umwelteinwirkungen vermieden und gleichzeitig die Produktivität durch Aufrechterhalten eines höheren Druckniveaus in der Lagerstätte verbessert.,4.0
Sie führte am 9 November 1918 in Berlin zur Ausrufung der Republik und zur Machtübernahme der Mehrheitssozialisten unter Friedrich Ebert.,2.2
Der berühmteste dieser Tempel befand sich in der Stadt Epidauros.,1.454545455
"King empfand schon früh solche Segregation als große Ungerechtigkeit, in dieser Haltung wurde er vor allem durch die väterliche Erziehung geprägt.",2.142857143
"Da dieser wirtschaftlich zufriedenstellend lief, beschlossen sie 1885 und mit Unterstützung der gesamten Familie, eine eigene Fabrik für elektrische Geräte (Elektrotechnische Fabrik J Einstein & Cie) ins Leben zu rufen.",4.0
"Er konstruierte ein Gerät, das die Schallwellen nicht wie bei Edisons Höhenschrift-Phonographen in vertikaler, durch Auf-und-ab-Bewegung des Schneidstichels entstehender Modulation speicherte, sondern die Rille horizontal auslenkte; die mechanischen Schwingungen ließ er eine Stahlnadel schneckenförmig in eine dick mit Ruß überzogene Glasplatte einritzen.",5.7
In der Kunst wird spätestens seit dem Barock die Seifenblase durchgängig ikonographisch als ein Vanitassymbol benutzt und spiegelt sowohl die Schönheit als auch die Flüchtigkeit des menschlichen Lebens wider.,4.0
Sinkende Geburten- und Fertilitätsraten wirken sich in manchen Ländern auf die bisherige Sozial- und Familienpolitik sowie die Arbeitsmarktpolitik aus.,3.307692308
Insgesamt ähnelt das Gesetzgebungsverfahren dem deutschen Gesetzgebungsverfahren zwischen Bundestag und Bundesrat.,3.5
"Ein Rasiermesser ist ein sehr scharfes Messer für die Nass-, seltener auch für die Trockenrasur, bestehend aus einer länglichen Stahlklinge und einem Griff.",2.2
Sie können mit dem Geld auch Ausflüge bezahlen.,1.0
"Während die Historische Klimatologie vielfach auf schriftliche Aufzeichnungen, historische Chroniken oder archäologische Artefakte zurückgreift, verwendet die Paläoklimatologie klassische Nachweisverfahren wie die Dendrochronologie (Baumringanalyse), die Palynologie (Pollenuntersuchungen), Tropfsteine sowie die Warvenchronologie (auch Bändertondatierung genannt), die sich auf die Auswertung von Ablagerungen in Still- und Fließgewässern stützt.",5.555555556
Häufig enthielten sie nur ein Waschbecken in Hüfthöhe.,3.4
"Dazwischen fehlen Gesteine aus rund 800 Millionen Jahren, sie wurden bereits vor, während und nach der Gebirgsbildung durch Erosion abgetragen.",4.0
Dies soll das Wurfergebnis unabhängig von der ursprünglichen Lage der Würfel machen.,3.277777778
Sie können jetzt in ganz Deutschland kostenlos fahren.,1.0
"Die im späten 8 Jahrhundert v Chr niedergeschriebene Odyssee, die die Abenteuer des Königs Odysseus von Ithaka und seiner Gefährten auf der Heimkehr aus dem Trojanischen Krieg schildert, belegt in zahlreichen Versen den hohen Stellenwert, den die Griechen einer Reinigung mit Wasser beimaßen.",4.285714286
Dazu müssen Sie einen Antrag an das Versorgungs-Amt schreiben.,1.5
"Während der 1930er Jahre, in denen Churchills politische Karriere beendet schien, betätigte er sich vornehmlich als Publizist und Schriftsteller.",2.266666667
"Das schaffte erst die 1877 von John Kruesi gebaute Erfindung des Amerikaners Thomas Alva Edison, der mit dem ebenfalls patentierten Phonographen weltberühmt wurde.",3.777777778
"Diese Bedingung erfüllen nur die fünf platonischen Körper, die catalanischen Körper, und gewisse Verzerrte dieser beiden Klassen, sowie Spindeln und Walzen.",4.2
Hippokrates war ein bekannter Befürworter der Kaltwasserbehandlungen.,2.285714286
Sie wurden in einem geschlossenen Kasten aufbewahrt und von einem eigens hierfür bestimmten Bruder vor der Verwendung geschärft.,3.2
"Dies bewirkt auch, dass die einzelnen Europa-Abgeordneten unabhängiger sind und mit Verhandlungsgeschick und Sachkenntnis größeren Einfluss auf die EU-Gesetzgebung haben, als es Abgeordneten nationaler Parlamente möglich ist.",4.7
"Auch Afghanistan wurde zeitweise besetzt, um dort den russischen Einfluss zurückzudrängen.",2.2
"Das Kernstück eines „GAA“ ist ein gepanzerter Tresor, der in Deutschland in der Regel vier Geldkassetten enthält, die jeweils 2800 Euro-Geldnoten aufnehmen können.",2.777777778
"Weiterhin gab es Zweifel, ob eine solche Vergabe im Sinne Alfred Nobels wäre, und auch praktische Schwierigkeiten, da Gandhi keine Nachfolgeorganisation hinterlassen hatte, der man den Preis hätte zusprechen können.",3.166666667
Die Verleihung des Preises an Institutionen wurde zum Teil ebenfalls heftig kritisiert.,2.2
"Für die Union resultiert daraus sowohl ein Akzeptanzproblem bei den EU-Bürgern, denen „Brüssel“ immer undurchsichtiger erscheint, als auch die mit dem Mitgliederwachstum verbundene Schwierigkeit, im bestehenden Institutionengefüge die Arbeits- und Handlungsfähigkeit der einzelnen Organe zu gewährleisten.",6.333333333
Seit einigen Jahren finden Rasiermesser jedoch auch zunehmend im Privatbereich wieder eine wachsende Verwendung.,2.7
"Erst bei Ausbruch des Zweiten Weltkriegs 1939 kehrte Churchill, der als erklärter Gegner Hitlers bekannt war, in die Regierung zurück, zunächst erneut als Erster Lord der Admiralität.",3.777777778
Bei Uneinigkeit müssen sich Rat und Parlament in dritter Lesung in einem Vermittlungsausschuss einigen.,3.3
"Da die Verwendung von Seifenschaum beim Rasieren erst später üblich wurde, war das Rasieren mit dem Messer zu jener Zeit eine schmerzhafte Prozedur.",2.5
Die Väterbewegung setzt sich für eine Gleichstellung von Mutter- und Vaterrolle ein .,2.9
"Durch Minimierung der Oberfläche zwingt sie die Blase in diese Form, da von allen möglichen Formen zu einem gegebenen Volumen die Kugel die kleinste Oberfläche aufweist.",3.666666667
"Ein eher seltenes, komplett auf Würfel als Spielmaterial setzendes Spielprinzip ist das der Sammelwürfelspiele, bei denen man analog zu Sammelkartenspielen eine Vielzahl von Würfeln käuflich erwerben und taktisch einsetzen muss.",4.555555556
Die Westgrenze des Parks bilden North Fork und Middle Fork des Flathead Rivers; die Südgrenze verläuft an dessen Zufluss Bear Creek.,2.125
Neben dem Studium wurde King mit 17 Jahren Hilfsprediger seines Vaters an der Ebenezer Baptist Church in Atlanta.,2.411764706
"Allerdings können die Landewahrscheinlichkeiten neben der Geometrie noch von anderen Bedingungen abhängen, zum Beispiel von der Reibung zwischen Würfel und Unterlage oder – auch unbeabsichtigt – von der Wurftechnik.",4.0
Winston Churchill galt demnach als Bürgerlicher.,1.923076923
"Dies spiegelt sich zum Beispiel in der Redewendung „Der Traum zerplatzte wie eine Seifenblase“ oder im Synonym ,Seifenblasenwirtschaft‘ für Bubble Economy.",3.3
Sein engster Freund in der Vorschulzeit war ein weißer Junge aus der unmittelbaren Nachbarschaft.,2.0
"Die Französin Barbara Buatois fuhr mit einem vollverkleideten Liegerad am 19 Juli 2009 im US-amerikanischen Romeo eine Strecke von 84,02 km, womit sie als erste Frau eine Strecke von mehr als 80 km in einer Stunde mit einem Liegerad zurücklegte.",3.666666667
"Wie in England üblich, erbte nur der älteste Sohn des Herzogs diesen Titel, nicht aber dessen jüngerer Bruder, Churchills Vater Randolph .",3.0
Hermann Einstein übersiedelte mit seinen Brüdern 1869 nach Ulm.,1.7
Zum Beispiel: Die Betriebe schaffen mehr Arbeits-Plätze für ältere Menschen.,1.533333333
Das Meerwasser ist leicht basisch.,1.0
"Anders als bei allen anderen Nobelpreisen, die in Stockholm vergeben werden, erfolgt die Verleihung im Rathaus von Oslo, der norwegischen Hauptstadt.",2.111111111
"Dieses Initiativrecht hat auf EU-Ebene nur die EU-Kommission, die nach Art 225 AEU-Vertrag allerdings vom Europäischen Parlament zu dessen Ausübung aufgefordert werden kann.",4.777777778
"Dann mussten die beiden verschiedene Schulen besuchen, und die Eltern seines Freundes teilten King mit, dass er nicht mehr mit ihrem Sohn spielen könne, weil er schwarz sei.",1.666666667
Allerdings wurde das Rasieren nicht durchgängig einheitlich gehandhabt.,3.4
Jeder Gletscher besteht dabei aus einem Nähr- und einem Zehrgebiet.,3.428571429
"Seifenblasen mit reinem Wasser zu machen ist so schwierig, weil die Oberflächenspannung zu hoch ist, wodurch die Blase sofort zerplatzt.",3.333333333
"Die Eltern Hermann Einstein (30 August 1847 bis 10 Oktober 1902) und Pauline Einstein, geb Koch (8 Februar 1858 bis 20 Februar 1920, geboren in Cannstatt, Württemberg; gestorben in Berlin), entstammten beide jüdischen Familien, die schon seit Jahrhunderten im schwäbischen Raum ansässig waren.",4.0
Dem französischen Staatspräsidenten war die mit der Einführung des Euro zu vertiefende Wirtschafts- und Währungsunion wichtig für seine Zustimmung zur Wiedervereinigung Deutschlands.,3.8
"Sein Vater Hermann Einstein stammte aus der oberschwäbischen Kleinstadt Buchau, in der es seit dem Mittelalter innerhalb des Territoriums des freiweltlichen Damenstifts Buchau eine bedeutende jüdische Gemeinde gab (siehe auch: Familie Einstein in Bad Buchau).",3.5
"Im Mittelalter wurde die Tradition auch in Europa wieder aufgenommen, mit den im Vergleich zu den Thermen allerdings bescheiden dimensionierten Badehäusern.",2.444444444
"Zuvor hatte er bereits mehrere Regierungsämter bekleidet, unter anderem das des Innenministers, des Ersten Lords der Admiralität und des Schatzkanzlers.",3.1
"Die „Wegwerf-Mentalität“ der Industriezeit existierte aufgrund des Mangels an Gütern wie leeren Flaschen, gebrauchten Holz- oder Metallgegenständen und Ähnlichem nicht.",3.0
"HDR-Verfahren befinden sich in den Pilotprojekten in Bad Urach (D), in Soultz-sous-Forêts im Elsass (F) und in Basel (CH) in der Erprobung.",3.4
"Über die Parlamentarisierung hinausgehende, von rätedemokratischen Ideen geleitete Ziele des linken Flügels der Revolutionäre scheiterten am Widerstand der SPD-Führung.",3.642857143
"Weitere Klimaarchive, mit denen frühere Warmzeiten belegt werden können, sind zum Beispiel Lage und Ausdehnung urzeitlicher Korallenriffe oder die Analyse bestimmter Sedimente und Sedimentgesteine, die unter tropischen Bedingungen entstanden sind.",4.571428571
"Dabei können die Ergebnisse addiert werden (eine Waffe in einem Rollenspiel richtet soviel Schaden an, wie zwei Würfel zusammen anzeigen) oder als Ensemble betrachtet werden (bei vielen Brettspielen folgen besondere Aktionen, wenn mehrere Würfel die gleiche Zahl zeigen, bei einem sogenannten Pasch).",5.5
Sie können mit dem bezahlten Betreuer zum Beispiel mit dem Bus fahren.,1.0
"Bezeichnend ist daher die Umsetzung des Möglichen und Machbaren in der jeweils gegebenen zeitgeschichtlichen Lage, nicht die geradlinige Verwirklichung einer genau umrissenen Planung.",5.75
Diese Vergabe wurde von Deutschland und besonders von Adolf Hitler scharf verurteilt und als Akt aggressiver Außenpolitik Norwegens gegenüber dem Deutschen Reich gewertet.,3.5
"Sie kann sowohl direkt genutzt werden, etwa zum Heizen und Kühlen im Wärmemarkt (Wärmepumpenheizung), als auch zur Erzeugung von elektrischem Strom oder in einer Kraft-Wärme-Kopplung.",4.571428571
"Unabhängig von Tainter, der seine Ideen nicht publiziert hatte, gelangte im Jahre 1887 der deutsch-amerikanische Erfinder und Industrielle Emil Berliner bei seinen Versuchen mit dem Edison-Phonographen zu einem ähnlichen Verbesserungskonzept.",3.555555556
"Es ist egal, ob Sie zuhause, alleine oder mit anderen wohnen.",1.0
"Einige Folgen sind bereits jetzt spürbar, andere werden erst für die Zukunft erwartet.",2.555555556
"Dadurch nimmt die Gletscherfläche im Zehrgebiet, dort ist die Ablation am höchsten, zu.",4.0
Auf dem Hauptkamm verläuft die Kontinentale Wasserscheide und im Glacier-Nationalpark liegt der Triple Divide Peak mit einer Höhe von 2433 m.,3.2
"Aus Furcht vor einem Bürgerkrieg wollte sie – wie auch die bürgerlichen Parteien – die alten kaiserlichen Eliten nicht vollständig entmachten, sondern sie mit den neuen demokratischen Verhältnissen versöhnen.",4.058823529
"Der Geschwindigkeitsweltrekord, der in Bergabfahrt auf einem speziell angefertigten Mountainbike ohne Hilfsantrieb erreicht wurde, liegt bei 223,3 km/h.",3.3
"Bald danach – zum 1 Januar 1995 – traten mit Österreich, Schweden und Finnland nach zügigen Beitrittsverhandlungen drei Staaten der EU bei, die bis zum Ende der Ost-West-Konfrontation durch ihre strikte Neutralitätspolitik daran gehindert waren.",3.714285714
"Er liegt im Norden des US-Bundesstaats Montana an der Grenze zu Kanada und weist geologische, geographische und klimatische Besonderheiten auf.",2.571428571
Seine verschiedenen Ökosysteme sind nahezu ungestört.,2.230769231
Eine wesentliche Messgröße zur Beurteilung des Gletscherschwunds ist die von Glaziologen erhobene Massenbilanz.,4.6
"1878 wurde die Insel Zypern besetzt, als Reaktion auf den Russisch-Türkischen Krieg.",2.363636364
"Bei Seamounts, an den Kontinentalhängen und in Flachmeeren (zum Beispiel in Teilen des Weddell-Meeres) kann das anthropogene CO2 bereits bis zum Meeresboden gelangen.",3.9
Frühe Geldautomaten wurden hardwarenah durch einen Großrechner gesteuert.,2.25
"Einer 2005 erschienenen Studie der Stanford University zufolge, die einen vorindustriellen pH-Wert des oberflächennahen Meerwassers von durchschnittlich 8,25 annimmt, verringerte sich der pH-Wert durch die Aufnahme von Kohlenstoffdioxid auf den damaligen Wert von durchschnittlich 8,14.",4.555555556
Die Vergabe des Friedensnobelpreises ist besonders stark geprägt von Widersprüchen und ist entsprechend umstritten.,3.111111111
"Die größeren Seen des Parks sind der Lake McDonald, der Two Medicine Lake, St Mary Lake, der Lake Sherburne und der Südteil des grenzüberschreitenden Upper Waterton Lake.",2.2
Wenig später folgten die Abdankungen Kaiser Wilhelms II und aller anderen Bundesfürsten.,3.083333333
Sein Vater war vor seiner Tätigkeit als Pfarrer unter anderem Hilfsmechaniker in einer Autowerkstatt und Feuerwehrmann bei einer Eisenbahngesellschaft.,2.5
"Heute gilt die Vereinbarkeit von Familie und Beruf als eine der zentralen Herausforderungen der Beschäftigungs- und Sozialpolitik in Europa und in den einzelnen europäischen Staaten zB Deutschland, Österreich und der Schweiz.",2.666666667
"Während Kohlenstoffdioxid in der Erdatmosphäre physikalisch zu steigenden Temperaturen auf der Erde führt, wirkt es im Meerwasser chemisch.",2.5
"Er konstruierte ein Gerät, das die Schallwellen nicht wie bei Edisons Höhenschrift-Phonographen in vertikaler, durch Auf-und-ab-Bewegung des Schneidstichels entstehender Modulation speicherte, sondern die Rille horizontal auslenkte; die mechanischen Schwingungen ließ er eine Stahlnadel schneckenförmig in eine dick mit Ruß überzogene Glasplatte einritzen.",5.7
Eine Aufstellung aller Preisträger findet sich unter Liste der Friedensnobelpreisträger.,1.8
"Ausgehend von Altpapier-Wiederverwendung wurden zunehmend Technologien erarbeitet, die die Wiederaufbereitung aller Arten von Altstoffen wirtschaftlich machen, wodurch Abfall zu einem bedeutenden Wirtschaftsgut wurde: Geprägt wurde dafür der Ausdruck Sekundärrohstoff.",4.75
"Dieser Berührungspunkt kann insbesondere daher problematisch werden, da das menschliche Becken mit seinen Sitzbeinhöckern und dem Schambein (bzw den Schambeinkufen, auch Schambeinkamm genannt) durch den Kippwinkel des Beckens Auswirkungen auf die Biegung der gesamten Wirbelsäule hat.",5.888888889
"Es schließt die Aufbereitung organischer Materialien ein, aber nicht die energetische Verwertung und die Aufbereitung zu Materialien, die für die Verwendung als Brennstoff oder zur Verfüllung bestimmt sind“ (§ 3 Abs 25 deutsches Kreislaufwirtschaftsgesetz).",4.875
Die Aufgaben des Europäischen Parlaments sind in Art 14 EU-Vertrag beschrieben.,2.166666667
Aber es gibt noch besondere Regeln für behinderte Menschen.,1.0
Deren Glaubwürdigkeit hätte ein gleichzeitiger Angriff der Flotte zunichtegemacht.,3.6
"Auch hier sind medizinische Aspekte zu beachten, um eine optimale Blut- und Nervenversorgung der Hände und Finger zu gewährleisten.",2.666666667
Dieser Kirchengemeinde gehörten auch alle nachfolgenden Generationen an.,1.9
Zudem können mit einem Rasiermesser gründlichere Rasuren erzielt werden.,1.75
Der Freifahrt-Ausweis ist grün-rot.,1.0
Großbritannien führte in Afghanistan drei erfolglose Kriege.,1.642857143
"Die Folgen dieser Versauerung betreffen zunächst kalkskelettbildende Lebewesen, deren Fähigkeit, sich Schutzhüllen bzw Innenskelette zu bilden, bei sinkendem pH-Wert nachlässt.",5.25
"Mittlerweile gilt als sehr wahrscheinlich, dass mit der Globalen Erwärmung das Artensterben beschleunigt wird.",2.8
"Es gibt aber auch Hochenthalpiefelder, die einen rein plutonitischen oder strukturgeologischen Hintergrund haben.",3.5
Bei abnehmender Schichtdicke wird die Seifenhaut zunächst farblos und zum Schluss dunkel.,3.75
"Als einer von wenigen Politikern warnte er Regierung, Parlament und Öffentlichkeit vor der aggressiven, revisionistischen Politik Nazi-Deutschlands, fand damit aber kaum Gehör.",3.3
Der umgangssprachliche Gebrauch des Begriffs Recycling umfasst oft beide Bedeutungen.,2.111111111
Seit der Spätantike war die Bartlosigkeit ein Kennzeichen des abendländischen Klerus.,3.1
Auf kanadischer Seite grenzt neben dem Waterton-Lakes-Nationalpark in der Provinz Alberta auch der Akamina-Kishinena Provincial Park der Provinz British Columbia an den Glacier-Nationalpark.,2.6
Darüber unterstehen 14 kleinere Überseegebiete weiterhin der britischen Souveränität.,3.3
"Trotz des Sieges von 1945 war der Niedergang nicht mehr aufzuhalten, denn Großbritannien war durch den langen Krieg finanziell nahezu ruiniert.",2.6
November des gleichen Jahres vorgestellt; die frühesten zu Demonstrationszwecken angefertigten Zinkplatten hatten einen Durchmesser von 28 cm und bei etwa 30 min?1 eine Spieldauer von vier Minuten.,3.555555556
Die Vorliebe für warme Bäder war in der griechischen Gesellschaft nicht ohne Kritik.,1.733333333
Die mobile Installation ist möglich; Geldautomaten gehören auf großen Kreuzfahrtschiffen und Fährschiffen zum Standard.,2.7
Entlang dieser Linie entspricht die Ablation im Sommer der Akkumulation im Winter.,2.538461538
"In Würfelspielen sind Würfel das zentrale Spielelement, es zählen nur der Vergleich der Würfelergebnisse selbst oder direkt mit ihnen zusammenhängendes Taktieren.",3.25
In den letzten Jahren wurden durch die Zunahme des Radfahrens auch vermehrt die medizinischen Aspekte des Fahrradfahrens untersucht.,2.222222222
"Mehr als 2,5 Millionen Soldaten dienten in den britischen Streitkräften, dazu kamen Tausende von Freiwilligen aus den Kolonien.",2.5
"Im Osten grenzt der Park an das Indianerreservat der Blackfoot-Indianer mit dem markanten Chief Mountain auf der Grenze, im Norden an Kanada.",3.2
"Die Ursprünge der europäischen Badekultur liegen in der Antike, als öffentliche Thermen auch eine wichtige soziale Funktion hatten.",1.7
Diese lokale Abkühlung ihrerseits bewirkt dann eine Vergrößerung des Zuflussbereichs.,3.444444444
Mit dem Freifahrt-Ausweis können Sie kostenlos mit Bus und Bahn fahren.,1.0
Auch sonst beschreibt King die Atmosphäre an dem College als konstruktiv und weitestgehend frei von Rassismus und Intoleranz gegenüber Schwarzen.,2.111111111
"Bei einigen Formen kann man versuchen, dies durch die richtige Wahl der Größenverhältnisse auszugleichen, etwa durch Streckung der Seitenflächen beim nebenstehenden Prisma als siebenseitiger Würfel.",4.071428571
Das ist neu und spannend.,1.0
"Als Premierminister Neville Chamberlain infolge der glücklosen alliierten Kriegführung zurücktreten musste, übernahm Winston Churchill am 10 Mai 1940 das Amt des Regierungschefs.",4.0
"Ungeachtet der Umweltverhältnisse kam zu diesem Zeitpunkt die Chemische Evolution in Gang, bei der sich organische Moleküle bildeten, die als Bausteine der Entstehung von Leben unerlässlich waren.",4.3
Neben diesen öffentlichen Bädern gab es auch in Privathäusern bereits Badezimmer.,1.5
"So kann der Kunde jederzeit, also auch außerhalb der offiziellen Öffnungszeiten, Bargeld einzahlen und der Aufwand der Bank für einen Nachttresor entfällt.",2.777777778
Über diesen Feldzug verfasste er das Buch The River War: An Historical Account of the Reconquest of the Sudan.,2.3125
"Wichtig ist, beim Fahrradfahren eine möglichst gleichmäßige Belastung der Kontaktpunkte des Fahrers mit dem Fahrrad gemäß der natürlichen Anatomie des Menschen zu erreichen.",2.1
"Seit der letzten Europawahl umfasst das Parlament regulär 750 Sitze zuzüglich des Präsidenten, also 751 Abgeordnete (Art 14 Abs 2 EU-Vertrag) und damit die 1,7-fache Anzahl vom Repräsentantenhaus der Vereinigten Staaten.",3.0
Zur Geldabhebung steckt der Kunde seine Karte in das Kartenlesegerät des Automaten und gibt seine (nur ihm bekannte) Geheimzahl (PIN) ein.,1.7
"Dabei spielt die Entfernung des Lenkers zum Gesäß des Radfahrers genauso eine wichtige Rolle wie die Lenkerform (Biegung) und die Höhe des Lenkers, der optimalerweise in gleicher Höhe wie die Mitte der Beckenknochen sein sollte.",4.0
"Letztere verzeichnet auch die verschiedenen Wetteranomalien in historischer Zeit, die unter anderem von heftigen vulkanischen Eruptionen hervorgerufen wurden.",2.8
Diese vollständige Wiederverwertung ist Basis der Subsistenzwirtschaft.,3.454545455
"Um die Jahrhundertwende nahmen die Befürchtungen zu, Großbritannien werde nicht mehr in der Lage sein, das gesamte Empire zu verteidigen und gleichzeitig die „splendid isolation“ zu bewahren.",4.285714286
"Den Hafen des schwedischen Luleå können viele Schiffe nicht mehr anlaufen, hier sinkt der Meeresspiegel jährlich ebenfalls um nahezu einen Zentimeter, prognostiziert für noch mindestens 600 weitere Jahre.",3.8
Die prognostizierten und beobachteten negativen Auswirkungen des Klimawandels werden manchmal als „Klimakatastrophe“ bezeichnet.,2.6
Steigende Durchschnittstemperaturen verschieben das Temperaturspektrum.,2.6
Gemeinsam sorgten Mitterrand und Kohl für das Zusammentreten von Regierungskonferenzen zur Wirtschafts- und Währungsunion (Finanzminister) und zur politischen Union (Außenminister) noch im Dezember 1990.,3.230769231
"In ihren Heimatländern sind diese Abgeordneten Mitglieder in rund 160 verschiedenen nationalen Parteien, die sich auf europäischer Ebene großenteils zu Europaparteien zusammengeschlossen haben.",3.428571429
"Dieses Eisenoxid resultierte in großen Ablagerungen so genannter Bändererze, die als ergiebige Lagerstätten erhalten blieben und intensiv abgebaut werden.",5.166666667
"Während extreme Kälteereignisse seltener auftreten, werden außergewöhnliche Hitzeereignisse wahrscheinlicher.",2.8
"Ob Albert schon zu jener Zeit an die Isar kam oder erst 1885 als Sechsjähriger, ist unter Historikern umstritten.",3.0
"Einige Veränderungen der Umwelt, die Menschen und Ökosysteme gemeinsam betreffen, sind schon wahrzunehmen.",3.222222222
"Über einen Geldautomaten mit der so genannten „Cash Recycling-Funktion“ wird das eingezahlte Geld geprüft, gebucht und wieder an nachfolgende Kunden ausbezahlt, wodurch sich der Aufwand für das Wiederbefüllen reduziert.",3.111111111
In der GWW haben sich 17 Organisationen zusammen-geschlossen.,1.4
"Man geht allerdings davon aus, dass er der Meinung war, das norwegische Parlament, das nur für die Innenpolitik verantwortlich war, wäre Manipulationen durch die Regierung weniger stark ausgesetzt.",3.444444444
"Damit ist das Europäische Parlament nicht nur das einzige direkt gewählte Organ der Europäischen Union, sondern die einzige direkt gewählte supranationale Institution weltweit.",2.7
"Welche Rechte haben behinderte Menschen, wenn sie nicht mehr arbeiten?.",1.0
"Am 4 Mai 1887 wurde Berliner für seine Idee das US-Patent No372,786 erteilt; kurioserweise fast zeitgleich mit der Erteilung des Patents für Edisons Phonographen.",3.2
"Er konstruierte ein Gerät, das die Schallwellen nicht wie bei Edisons Höhenschrift-Phonographen in vertikaler, durch Auf-und-ab-Bewegung des Schneidstichels entstehender Modulation speicherte, sondern die Rille horizontal auslenkte; die mechanischen Schwingungen ließ er eine Stahlnadel schneckenförmig in eine dick mit Ruß überzogene Glasplatte einritzen.",5.7
"Nach dieser Eingliederung in das ordentliche Gesetzgebungsverfahren bedürfen Verhandlungsergebnisse der Europäischen Kommission im Bereich der Gemeinsamen Handelspolitik der Genehmigung des Europäischen Parlaments, bevor zur Beschlussfassung durch den Europäischen Rat übergegangen werden kann.",5.555555556
Die Klinge ist zumeist aus nicht rostfreiem Kohlenstoffstahl gefertigt und hohl geschliffen.,3.6
"Für die Meeresspiegelerhöhung werden im Wesentlichen zwei Faktoren verantwortlich gemacht: Zum einen dehnt sich das Meerwasser bei höheren Temperaturen stärker aus, zum anderen kommt es bei höheren Temperaturen zum verstärkten Abschmelzen von Gletschern (siehe unten).",4.0
Wegen seiner dunklen Färbung reduziert Kryokonit wesentlich die Oberflächenreflexion des Sonnenlichts und beschleunigt oder initiiert damit das Schmelzen der Gletscher.,4.0
"Ein Fahrrad mit limitierter Tretunterstützung („Pedelec“) unterstützt den Fahrer bis zu einer Geschwindigkeit von 25 km/h, bestimmte Modelle sogar bis 45 km/h (S-Pedelec).",2.333333333
Die Wasserversorgung erfolgte über Brunnen.,1.444444444
Manchmal fahren wir für mehrere Tage an einen anderen Ort.,1.0
"Während die Historische Klimatologie vielfach auf schriftliche Aufzeichnungen, historische Chroniken oder archäologische Artefakte zurückgreift, verwendet die Paläoklimatologie klassische Nachweisverfahren wie die Dendrochronologie (Baumringanalyse), die Palynologie (Pollenuntersuchungen), Tropfsteine sowie die Warvenchronologie (auch Bändertondatierung genannt), die sich auf die Auswertung von Ablagerungen in Still- und Fließgewässern stützt.",5.555555556
Die verschiedenen Gesteinsschichten enthalten Fossilien.,2.428571429
"Die Erzeugung von Seifenblasen ist möglich, da die Oberfläche einer Flüssigkeit – in diesem Falle des Wassers – eine Oberflächenspannung besitzt, die zu einem elastischen Verhalten der Oberfläche führt.",4.4
"Als Gründe dafür, dass Väter ihre Arbeitszeit relativ selten für die Familienarbeit reduzieren, werden u a finanzielle Nachteile aufgrund von Gehaltsunterschieden zwischen Männern und Frauen, fehlende Teilzeitstellen für höhere Positionen sowie eine Profitorientierung der Konzerne, die auf familiäre Bedürfnisse der Angestellten keine Rücksicht nehme, genannt.",4.3
Er propagierte den zivilen Ungehorsam als Mittel gegen die politische Praxis der Rassentrennung (Racial segregation) in den Südstaaten der USA mit religiösen Begründungen und nahm an entsprechenden Aktionen teil.,3.272727273
Zuverlässige und instrumentell ermittelte Temperatur- und Klimadaten stehen auf breiterer Basis erst seit der zweiten Hälfte des 19 Jahrhunderts zur Verfügung.,3.7
Auch für ältere Menschen ist Arbeit wichtig.,1.0
"Zwei Bücher über seine südafrikanischen Abenteuer, seine Kriegsberichte und seine abenteuerliche Flucht machten ihn bekannt und in den Augen vieler Landsleute zu einem Nationalhelden.",2.533333333
"Die Funktion dieser Messer ist laut Frank Gnegel, Autor einer Kulturgeschichte der Selbstrasur, „durch erhaltene Haarreste an den Schneiden eindeutig belegt“.",3.25
"Zudem waren sie überzeugt, im Sinne der neuen Regierung zu handeln, die Friedensverhandlungen mit der Entente anstrebte.",3.7
Bei der Wiederaufarbeitung von Kernbrennstoffen ist kein vollständiges Recycling möglich.,3.0
